poet,poet_slug,source_poet_label,attributed_century,within_poet_rank,source_record_id,book_title,poem_title,hemistich_1,hemistich_2,symbolism_score,imagery_score,figurative_score,music_score,compression_score,emotion_score,structure_score,novelty_score,overall_score,within_poet_percentile
مولوی,rumi,مولوی,7,9,367392,رباعیات,رباعی شماره ۱۵۵۱,ای ظلمت شب مانع خورشید مشو,ای ابر حجاب روز امید مشو,84.63,84.15,94.87,91.83,99.89,88.82,98.37,56.22,88.16,99.98778327530388
مولوی,rumi,مولوی,7,10,275413,غزلیات,غزل شماره ۴۶۰,عاشق آن قند تو جان شکرخای ماست,سایه زلفین تو در دو جهان جای ماست,90.79,97.31,95.44,93.75,94.07,51.09,88,86.02,87.79,99.98625618471688
امیرخسرو دهلوی,amir-khosrow-dehlavi,امیرخسرو دهلوی,8,1,396660,مجنون و لیلی,بخش ۲۴ - گریستن لیلی در هوای آشنا، و موج درونه را بدین غزل آبدار بر روی آب آوردن,چشمم به ستاره راز گوید,جانم غم رفته باز گوید,99.73,87.42,97.55,93.83,93.17,98.14,93.3,22.71,89.22,100
امیرخسرو دهلوی,amir-khosrow-dehlavi,امیرخسرو دهلوی,8,2,395910,مجنون و لیلی,بخش ۱۰ - آغاز سلسله جنبانیدن مجنون و لیلی,می‌سوخت چو شمع با رخ زرد,در گریه و سوز خنده می‌کرد,95.13,99.59,98.18,67.88,85.4,98.81,60.64,97.48,89.07,99.98659697091543
امیرخسرو دهلوی,amir-khosrow-dehlavi,امیرخسرو دهلوی,8,3,396759,مجنون و لیلی,بخش ۲۷ - خرامش کردن سرو لیلی، با سرو قدان همسایه، سوی بوستان، و شناختن آزاده‌ای آن نو بران را، و زبان سوسنی کشیدن، و غزلی جگر دوز، از یک اندازهای مجنون، به آواز نرم روان کردن، و بر دل لیلی زدن، و کاری آمدن، و باز جست کردن لیلی طیرگی بلبل خار نشین خود را، و آزمودن آن راوی تعطش لیلی را، سوی خونابه مجنون و مرگ مجنون، به قبله کرم کردن، و سوخته شدن لیلی، و به گرمی در خانه باز آمدن، و به تب اجل گرفتار شدن,معشوقه چو نام یار بشنید,وان ناله جان گذار بشنید,81.22,87.42,92.66,96.2,93.17,98.14,94.05,63.67,88.87,99.97319394183086
امیرخسرو دهلوی,amir-khosrow-dehlavi,امیرخسرو دهلوی,8,4,395380,خسرو و شیرین,بخش ۳۱ - مناجات شیرین در شب فراق,به آب دیده با شب راز می‌گفت,ز روز بد حکایت باز می‌گفت,99.26,81.39,98.18,96.89,99.88,87.44,87.78,9.3,86.82,99.95979091274629
امیرخسرو دهلوی,amir-khosrow-dehlavi,امیرخسرو دهلوی,8,5,396737,مجنون و لیلی,بخش ۲۷ - خرامش کردن سرو لیلی، با سرو قدان همسایه، سوی بوستان، و شناختن آزاده‌ای آن نو بران را، و زبان سوسنی کشیدن، و غزلی جگر دوز، از یک اندازهای مجنون، به آواز نرم روان کردن، و بر دل لیلی زدن، و کاری آمدن، و باز جست کردن لیلی طیرگی بلبل خار نشین خود را، و آزمودن آن راوی تعطش لیلی را، سوی خونابه مجنون و مرگ مجنون، به قبله کرم کردن، و سوخته شدن لیلی، و به گرمی در خانه باز آمدن، و به تب اجل گرفتار شدن,چون شمع ز غم فسرده می‌بود,شب سوخته روز مرده می‌بود,99.59,24.59,99.77,97.97,99.78,89.07,89.45,97.24,86.65,99.9463878836617
امیرخسرو دهلوی,amir-khosrow-dehlavi,امیرخسرو دهلوی,8,6,398220,غزلیات,گزیده غزل ۱۲۷,سرو بستان ملاحت قامت رعنای تست,نور چشم عاشقان خسته خاک پای تست,99.57,81.39,89.75,89.79,85.45,61.55,86.45,90.19,86.22,99.93298485457713
امیرخسرو دهلوی,amir-khosrow-dehlavi,امیرخسرو دهلوی,8,7,393493,مثنویات,شماره ۸۳ - صفت شب سیاه هجران، که خضرخان را در کوشک جهان نمای جهان غم نمود، و دولرانی در قصر لعل غرق خوناب بود، و افروخته شدن شمع مراد آن دو محترق هم از آتش دل ایشان، و روشنایی در کار ایشان پدید گشتن,شبی چون سینه عشاق پر دود,ز تاریکی چو جانهای غم اندود,99.8,84.15,99.81,72.67,95.12,67.28,53.24,96.64,85.37,99.91958182549257
امیرخسرو دهلوی,amir-khosrow-dehlavi,امیرخسرو دهلوی,8,8,392131,مثنویات,شماره ۲ - مگر آرزوی دیدن ما در و دوستان و خویشان او را باز به دهلی آورد:,خنده زنان همچو گل بوستان,چشم گشادم به رخ دوستان,96.26,98.8,85.38,84.77,64.54,98.14,55.09,71.96,84.67,99.90617879640799
امیرخسرو دهلوی,amir-khosrow-dehlavi,امیرخسرو دهلوی,8,9,395341,خسرو و شیرین,بخش ۳۰ - رسیدن خبر مرگ فرهاد به شیرین و زاری او,گهیش از عشق خسرو راز گفتی,گهش ز اندوه شیرین باز گفتی,77.57,84.15,90.15,94.98,96.15,99.82,91.74,24.46,84.47,99.89277576732341
امیرخسرو دهلوی,amir-khosrow-dehlavi,امیرخسرو دهلوی,8,10,396710,مجنون و لیلی,بخش ۲۶ - آه کردن مجنون از درونه پرسوز، و این غزل دود اندود، از دودکش دهان، بیرون دادن,مهر تو در استخوان من باد,درد تو دوای جان من باد!,93.58,84.15,79,97.09,87.02,96.67,96.08,12.49,84.01,99.87937273823884
اوحدی,owhadi,اوحدی,8,1,373911,غزلیات,غزل شماره ۱۵,باز کی بینم رخ آن ماه مهر افروز را؟,گل رخ سیمین بر دل دزد عاشق سوز را؟,99.76,99.72,89.75,89.81,82.99,81.2,94.4,84.17,91.04,100
اوحدی,owhadi,اوحدی,8,2,379355,غزلیات,غزل شماره ۶۳۷,هر شب ز عشق روی تو این چشم لعبت باز من,در خون نشیند، تا کند چون روز روشن راز من,99.13,87.03,99.77,88.09,95.39,99.65,78.18,60.31,90.81,99.99311247331083
اوحدی,owhadi,اوحدی,8,3,380054,غزلیات,غزل شماره ۷۱۹,نوای عشق بلبل را دلی باید بلا دیده,ز سوز و آه خود بسیار سرد و گرمها دیده,92.04,99.72,79,90.48,96.29,95.6,84.72,68.06,89.5,99.98622494662168
اوحدی,owhadi,اوحدی,8,4,379317,غزلیات,غزل شماره ۶۳۳,خلاف دشمنان روزی نظر بر دوستان افگن,حسودان را بخوابان چشم و بندی بر زبان افگن,92.46,73.41,86.67,91.33,88.75,97.68,83.31,96.26,88.58,99.9793374199325
اوحدی,owhadi,اوحدی,8,5,384686,جام جم,در باب ظلمه و ظلم,شب تاریک دوک رشتن او,روز نانی به خون سرشتن او,87.09,86.35,83.29,90.84,85.27,89.07,73.06,93.88,86.42,99.97244989324334
اوحدی,owhadi,اوحدی,8,6,377096,غزلیات,غزل شماره ۳۸۴,چشمم چو صبح گشت سپید از جفای چرخ,صبحم چو شام گشت سیاه از فراق یار,95.59,90.11,99.54,53.52,96.69,94.04,87.89,61.33,86.08,99.96556236655417
اوحدی,owhadi,اوحدی,8,7,380116,غزلیات,غزل شماره ۷۲۶,ای روشن از رخ تو زمین و زمان همه,تاریک بی‌تو چشم همین و همان همه,98.51,97.11,85.38,93.61,96.22,36.72,86.05,71.71,84.96,99.958674839865
اوحدی,owhadi,اوحدی,8,8,375969,غزلیات,غزل شماره ۲۵۵,چون غلامان جان من بر لب ز تلخی می‌رسید,دشمن من بر لب شیرین او چون میر شد,87.08,88.72,99.92,62.99,99.03,82.84,81.05,65.1,84.42,99.95178731317584
اوحدی,owhadi,اوحدی,8,9,377987,غزلیات,غزل شماره ۴۸۲,سرشک دیده چنان ریخت اوحدی ز فراقت,کز آب دیده او خاک ره به خون بسرشتم,99.84,90.11,87.48,35.14,96.22,94.04,72.14,96.35,84.06,99.94489978648667
اوحدی,owhadi,اوحدی,8,10,376019,غزلیات,غزل شماره ۲۶۲,هرگز از عشقی مرا پایی چنین در گل نشد,هیچ سال این دردم اندر جان وغم در دل نشد,91.37,95.91,79,88.29,90.53,95.53,88.12,12.09,83.64,99.9380122597975
حافظ,hafez,حافظ,8,1,369229,رباعیات,رباعی شماره ۲۵,ای دوست دل از جفای دشمن درکش,با روی نکو شراب روشن درکش,95.49,81.39,79,93.37,92.77,61.55,89.22,86.46,85.29,100
حافظ,hafez,حافظ,8,2,369296,قطعات,قطعه شماره ۹,دادگرا تو را فلک جرعه کش پیاله باد,دشمن دل سیاه تو غرقه به خون چو لاله باد,97.13,69.44,87.48,91.98,68.74,81.2,84.05,96.98,84.8,99.97888067581837
حافظ,hafez,حافظ,8,3,369671,غزلیات,غزل شماره ۱۷,تنم از واسطه دوری دلبر بگداخت,جانم از آتش مهر رخ جانانه بسوخت,99.21,81.39,85.38,58.15,99.09,89.7,39.27,97.69,82.96,99.95776135163675
حافظ,hafez,حافظ,8,4,371975,غزلیات,غزل شماره ۲۹۴,کوه صبرم نرم شد چون موم در دست غمت,تا در آب و آتش عشقت گدازانم چو شمع,98.58,69.44,100,30.62,99.81,96.94,66.67,91.16,81.99,99.93664202745512
حافظ,hafez,حافظ,8,5,370603,غزلیات,غزل شماره ۱۳۰,سحر بلبل حکایت با صبا کرد,که عشق روی گل با ما چه‌ها کرد,98.2,78.97,85.38,86.79,89.34,56.08,70.98,63.05,81.01,99.9155227032735
حافظ,hafez,حافظ,8,6,372768,غزلیات,غزل شماره ۳۸۸,بهار و گل طرب انگیز گشت و توبه شکن,به شادی رخ گل بیخ غم ز دل برکن,85.14,92.94,57.7,71.76,97.98,96.67,74.23,65.17,80.97,99.89440337909187
حافظ,hafez,حافظ,8,7,371968,غزلیات,غزل شماره ۲۹۴,در وفای عشق تو مشهور خوبانم چو شمع,شب نشین کوی سربازان و رندانم چو شمع,93.58,24.59,99.54,97.98,96.22,46.91,91.56,97.42,80.23,99.87328405491024
حافظ,hafez,حافظ,8,8,371132,غزلیات,غزل شماره ۱۹۴,سمن بویان غبار غم چو بنشینند بنشانند,پری رویان قرار از دل چو بستیزند بستانند,81.22,75.92,99.08,84.2,98.38,51.09,41.8,93.88,79.7,99.85216473072862
حافظ,hafez,حافظ,8,9,372780,غزلیات,غزل شماره ۳۸۹,ببار ای شمع اشک از چشم خونین,که شد سوز دلت بر خلق روشن,98.4,99.35,86.86,49.18,58.04,82.3,53.51,97.6,79.6,99.83104540654699
حافظ,hafez,حافظ,8,10,372805,غزلیات,غزل شماره ۳۹۲,گه چون نسیم با گل راز نهفته گفتن,گه سر عشقبازی از بلبلان شنیدن,73.34,99.35,92.66,59.06,98.1,56.08,87.09,71.09,79.51,99.78880675818374
سلمان ساوجی,salman-savoji,سلمان ساوجی,8,1,402246,غزلیات,غزل شماره ۲۷۸,چو شمعم در غمت سوزان و اشک از دیده می‌بارم,به روزم مرده از هجران و شب را زنده می‌دارم,99.88,95.5,99.61,78.34,84.03,90.24,66.67,96.94,90.26,100
سلمان ساوجی,salman-savoji,سلمان ساوجی,8,2,411747,جمشید و خورشید,بخش ۵۷ - بیتابی جمشید در فراق خورشید,به سوز دل شب هجران بسوزم,به تیر آه چشم روز دوزم,96.77,98.59,86.67,76.29,88.37,93.38,84.08,62.85,87.6,99.99228811598674
سلمان ساوجی,salman-savoji,سلمان ساوجی,8,3,412628,جمشید و خورشید,بخش ۹۸ - رباعی,چون گل دهنی زمانه پر خنده نکرد,کش باز به خون جگر آکنده نکرد,93.02,78.97,85.38,95.19,82.62,95.24,89.43,64.63,86.75,99.98457623197348
سلمان ساوجی,salman-savoji,سلمان ساوجی,8,4,411270,جمشید و خورشید,بخش ۴۰ - غزل,ز عکسش بی سکون شد جان جمشید,بر آب افتاد گویی عکس خورشید,98.45,81.39,97.55,80.9,92.77,61.55,78.83,96.79,86.67,99.9768643479602
سلمان ساوجی,salman-savoji,سلمان ساوجی,8,5,402585,غزلیات,غزل شماره ۳۲۱,بیخ عشق تو نشاندند بتا! در دل من,غم مهر تو فشاندند، در آب و گل من,97.23,70.78,85.38,86.62,93.51,97.12,78.42,71.33,86.35,99.96915246394694
سلمان ساوجی,salman-savoji,سلمان ساوجی,8,6,411391,جمشید و خورشید,بخش ۴۴ - غزل,به شب رازی که با خورشید گفتند,به روز آن راز با جمشید گفتند,83.47,78.97,94.87,99.78,98.6,92.59,99.82,16.5,85.58,99.96144057993368
